iter	Logloss
276	0.6193990656
277	0.6193839296
278	0.6193682171
279	0.6193542683
280	0.6193340032
281	0.6193247202
282	0.6193145724
283	0.6192695836
284	0.6192588918
285	0.6192412558
286	0.6192267415
287	0.6192144625
288	0.6192030566
289	0.6191619938
290	0.6191606317
291	0.6191472088
292	0.6191386361
293	0.6191262392
294	0.6190811606
295	0.6190629113
296	0.6190534545
297	0.6189676597
298	0.6189448059
299	0.6188790839
300	0.6188749695
301	0.6188658235
302	0.6188541677
303	0.6188449652
304	0.6188348605
305	0.6188287621
306	0.6188182579
307	0.6188129175
308	0.6188007837
309	0.618792007
310	0.6187728886
311	0.6187642885
312	0.6187537461
313	0.6187404155
314	0.6187330407
315	0.6187094888
316	0.6186818666
317	0.6186606372
318	0.6186521871
319	0.6186361941
320	0.6186075698
321	0.618595948
322	0.6185871235
323	0.6185725361
324	0.6185594454
325	0.6185399768
326	0.6185289648
327	0.6185133797
328	0.6185056905
329	0.6184592039
330	0.6184501323
331	0.618439801
332	0.6184279877
333	0.6184108617
334	0.6183998722
335	0.6183249257
336	0.6183123043
337	0.6183072959
338	0.6182874347
339	0.6182864796
340	0.618253226
341	0.6182422745
342	0.6182372296
343	0.6182135668
344	0.6182029023
345	0.6181985352
346	0.6181904467
347	0.6181436655
348	0.6181322137
349	0.6181179916
350	0.6181087173
351	0.6180318353
352	0.6180261777
353	0.6179975833
354	0.6179962632
355	0.6179883733
356	0.6179543134
357	0.617928475
358	0.6179184739
359	0.6179090542
360	0.6178704342
361	0.6178498134
362	0.6178391456
363	0.6178271696
364	0.6178151398
365	0.6177880162
366	0.6177783593
367	0.6177668343
368	0.6177508809
369	0.6177225379
370	0.617704471
371	0.6176773671
372	0.617648591
373	0.6176316929
374	0.6176201723
375	0.6176191581
376	0.6176087175
377	0.6175999272
378	0.6175981287
379	0.6175857783
380	0.6175654903
381	0.6175339341
382	0.6175201925
383	0.6174970055
384	0.6174824926
385	0.6174640044
386	0.617455117
387	0.6174274561
388	0.6173788706
389	0.6173476751
390	0.6173376668
391	0.6173140043
392	0.6172948103
393	0.6172869535
394	0.6172746546
395	0.6172512388
396	0.6172408863
397	0.617228057
398	0.6172104742
399	0.6171732318
400	0.6171596208
401	0.6171391141
402	0.6171252631
403	0.6171130913
404	0.6170917983
405	0.617057637
406	0.617030349
407	0.6170101257
408	0.6169692091
409	0.616959293
410	0.6169388143
411	0.6169255036
412	0.6169047284
413	0.6168962235
414	0.6168562835
415	0.6168272603
416	0.6167863203
417	0.6167770225
418	0.6167427856
419	0.616735591
420	0.6167124267
421	0.6166981645
422	0.6166844859
423	0.6166728909
424	0.616649813
425	0.6166331942
426	0.6165942638
427	0.6165854301
428	0.6165804007
429	0.6164843509
430	0.6164361136
431	0.616396861
432	0.6163650547
433	0.6163412975
434	0.6163350949
435	0.6163089594
436	0.6162925831
437	0.6162830885
438	0.6162475195
439	0.616232098
440	0.6162205644
441	0.6161617923
442	0.6160879568
443	0.6160569532
444	0.6160445976
445	0.6160138992
446	0.6159977276
447	0.6159556718
448	0.6159099251
449	0.6158611982
450	0.6158494498
451	0.6158285115
452	0.6157862747
453	0.6157617822
454	0.6157312858
455	0.6157189037
456	0.6156766273
457	0.6156603269
458	0.615617122
459	0.6155764506
460	0.6155488047
461	0.6155300723
462	0.6154957739
463	0.6154630536
464	0.6153854061
465	0.6153659652
466	0.6153419839
467	0.6153318624
468	0.6153029347
469	0.6152905247
470	0.6152484744
471	0.6152396101
472	0.6152217218
473	0.6152119968
474	0.6151913889
475	0.6151629939
476	0.61513913
477	0.6150919526
478	0.6150726072
479	0.6150464889
480	0.6150275949
481	0.6150157687
482	0.6149446737
483	0.61491716
484	0.6149066716
485	0.6148398415
486	0.614814151
487	0.6147959755
488	0.6147699957
489	0.6147409967
490	0.6147205354
491	0.6146549897
492	0.6146305666
493	0.6146028866
494	0.6145623054
495	0.6145435757
496	0.6145197398
497	0.6144836683
498	0.6144123576
499	0.6143809236
500	0.6143576709
501	0.614335587
502	0.6142713439
503	0.6142510371
504	0.6142406428
505	0.6142229322
506	0.6141990796
507	0.6141682132
508	0.6141536799
509	0.614134019
510	0.6140952205
511	0.6140851875
512	0.6140674421
513	0.6140052703
514	0.6139845884
515	0.613971353
516	0.6139129042
517	0.6138838807
518	0.6138705335
519	0.6138550527
520	0.6138408009
521	0.6137831604
522	0.6137635448
523	0.6137403757
524	0.6137205553
525	0.6136963004
526	0.6136794204
527	0.6136616022
528	0.6136343172
529	0.6135851198
530	0.6135622164
531	0.6135006089
532	0.6134857457
533	0.6134760354
534	0.6134173774
535	0.6134005587
536	0.6133465167
537	0.6133208648
538	0.6132991325
539	0.6132842479
540	0.6132706441
541	0.6132587908
542	0.6132371524
543	0.6132164226
544	0.6131957125
545	0.6131844101
546	0.6131544591
547	0.6131047924
548	0.6130695956
549	0.6130336823
550	0.6130143217
551	0.613000389
552	0.6129490183
553	0.6129247344
554	0.6129105296
555	0.6128902146
556	0.6128773615
557	0.612861097
558	0.6128146458
559	0.6128033253
560	0.6127841057
561	0.6127741655
562	0.6127465506
563	0.6127231004
564	0.612704778
565	0.6126722262
566	0.6126518993
567	0.6125977835
568	0.6125507658
569	0.6125355378
570	0.6125134865
571	0.6124584186
572	0.6124376837
573	0.612420059
574	0.6124038608
575	0.6123855464
576	0.6123705345
577	0.6123595554
578	0.6123420916
579	0.6123266628
580	0.6123104934
581	0.6122948309
582	0.6122830951
583	0.6122385033
584	0.6122265696
585	0.6122104935
586	0.6121982869
587	0.6121861742
588	0.6121347134
589	0.6121209516
590	0.6121063691
591	0.6120926835
592	0.6120762122
593	0.6120560542
594	0.6120415885
595	0.6120257534
596	0.6120109736
597	0.611999082
598	0.611962624
599	0.6119459038
600	0.611897231
601	0.6118886878
602	0.6118778326
603	0.6118643635
604	0.6118483574
605	0.611832708
606	0.6118195363
607	0.6118052882
608	0.6117863131
609	0.6117411462
610	0.6117235033
611	0.6116976767
612	0.6116529516
613	0.6116346948
614	0.6115922422
615	0.6115779607
616	0.6115623909
617	0.611544141
618	0.6115321144
619	0.6115100384
620	0.6114961412
621	0.6114823649
622	0.6114722938
623	0.6114575342
624	0.6114481264
625	0.6114352189
626	0.6114103943
627	0.6113720109
628	0.6113594964
629	0.6113354314
630	0.6113229135
631	0.6113098938
632	0.6112945297
633	0.611263972
634	0.6112517401
635	0.611217632
636	0.6112027615
637	0.6111630418
638	0.6111498031
639	0.6111358538
640	0.6111232063
641	0.6111010202
642	0.6110618549
643	0.6110310287
644	0.6110194354
645	0.6110107715
646	0.6109975616
647	0.6109878169
648	0.6109585818
649	0.610938808
650	0.6109254342
651	0.6109126977
652	0.6109000906
653	0.6108812308
654	0.6108684174
655	0.6108370999
656	0.6108292421
657	0.6108164098
658	0.6107971698
659	0.6107863463
660	0.6107746617
661	0.6107611314
662	0.6107288168
663	0.6107204734
664	0.6107106773
665	0.6106863289
666	0.610674319
667	0.610636492
668	0.6106078454
669	0.6106001959
670	0.6105864316
671	0.6105761783
672	0.6105659849
673	0.6105532902
674	0.6105372095
675	0.6105251759
676	0.6105144638
677	0.6105045234
678	0.6104913977
679	0.6104781547
680	0.6104575803
681	0.6104463373
682	0.6104368701
683	0.6104265509
684	0.6104172384
685	0.6104068781
686	0.6103941787
687	0.6103862766
688	0.6103718701
689	0.6103611575
690	0.6103437204
691	0.6103164111
692	0.6103054534
693	0.6102874349
694	0.6102769495
695	0.6102606225
696	0.6102495385
697	0.6102268547
698	0.6102119718
699	0.6101984009
700	0.6101849126
701	0.6101756973
702	0.6101531563
703	0.6101431303
704	0.6101307306
705	0.6101193211
706	0.6101129472
707	0.6100974821
708	0.610087291
709	0.6100801317
710	0.6100708118
711	0.610059181
712	0.6100485369
713	0.6100386229
714	0.6100254841
715	0.6100163354
716	0.6099974465
717	0.6099798421
718	0.6099702637
719	0.6099578419
720	0.6099444655
721	0.6099151628
722	0.609902592
723	0.6098902021
724	0.6098787577
725	0.6098690672
726	0.6098575818
727	0.6098456253
728	0.6098319607
729	0.6098190017
730	0.6098089293
731	0.6097989228
732	0.6097877426
733	0.6097786122
734	0.6097656817
735	0.6097539394
736	0.6097424856
737	0.6097311735
738	0.6097231269
739	0.6096854051
740	0.609675461
741	0.6096412587
742	0.6096272001
743	0.6096147569
744	0.6096019564
745	0.6095903661
746	0.6095816949
747	0.6095713212
748	0.609557503
749	0.6095502747
750	0.6095409391
751	0.609528601
752	0.6095036359
753	0.6094852755
754	0.6094749333
755	0.6094664022
756	0.6094581704
757	0.6094417327
758	0.6094294849
759	0.6094171865
760	0.6094059519
761	0.6093809258
762	0.6093696293
763	0.6093543617
764	0.6093449102
765	0.6093378567
766	0.6093286519
767	0.6093122206
768	0.6092995437
769	0.6092926988
770	0.6092811328
771	0.6092707741
772	0.6092390904
773	0.6092340044
774	0.6092196736
775	0.6092082639
776	0.6091908417
777	0.609172846
778	0.6091610198
779	0.6091531622
780	0.6091429415
781	0.6091355323
782	0.6091083198
783	0.6090917476
784	0.6090788932
785	0.6090697866
786	0.6090598632
787	0.609042719
788	0.6090339092
789	0.6090166536
790	0.6090068338
791	0.6089969013
792	0.6089873487
793	0.6089770176
794	0.6089664122
795	0.608951682
796	0.6089428597
797	0.6089270192
798	0.6089183666
799	0.6089049335
800	0.608890236
801	0.6088805435
802	0.6088651051
803	0.6088476973
804	0.6088368524
805	0.6088212003
806	0.6088132967
807	0.6087995421
808	0.6087857761
809	0.6087782115
810	0.6087663764
811	0.6087556864
812	0.608744323
813	0.6087339438
814	0.6087230099
815	0.6087129208
816	0.6087010537
817	0.6086818114
818	0.6086492961
819	0.6086346541
820	0.608625789
821	0.6086165898
822	0.6086079745
823	0.6085988951
824	0.6085908597
825	0.608582383
826	0.6085637263
827	0.6085437436
828	0.608533434
829	0.6085262274
830	0.6085153372
831	0.6085089089
832	0.6085018267
833	0.6084938153
834	0.6084847943
835	0.6084712578
836	0.6084597161
837	0.6084537072
838	0.6084438703
839	0.6084330015
840	0.6084280737
841	0.6084087706
842	0.6083898012
843	0.6083840912
844	0.6083664935
845	0.6083603227
846	0.6083525688
847	0.6083402398
848	0.6083299128
849	0.6083204579
850	0.608310646
851	0.6082993889
852	0.60829016
853	0.6082797136
854	0.6082687016
855	0.6082562363
856	0.6082465042
857	0.6082363162
858	0.6082252274
859	0.6082152426
860	0.6082061203
861	0.6081943136
862	0.6081865366
863	0.6081764717
864	0.6081716436
865	0.6081484214
866	0.608117458
867	0.6080959938
868	0.6080800359
869	0.6080736381
870	0.6080562404
871	0.608045834
872	0.6080394409
873	0.6080281095
874	0.6080139143
875	0.6080062174
876	0.6079817108
877	0.6079535116
878	0.6079440565
879	0.6079386134
880	0.6079160237
881	0.6079078269
882	0.6078979619
883	0.6078814029
884	0.6078679095
885	0.6078527685
886	0.6078415602
887	0.6078297844
888	0.607821196
889	0.6078164647
890	0.6078070823
891	0.6077994391
892	0.6077907025
893	0.6077780374
894	0.6077695615
895	0.6077601482
896	0.6077507502
897	0.6077427346
898	0.6077263556
899	0.6077195149
900	0.6077059388
901	0.6076980735
902	0.6076895879
903	0.6076795533
904	0.6076577935
905	0.6076502303
906	0.6076419765
907	0.6076353137
908	0.6076266243
909	0.6076181765
910	0.6076099778
911	0.6075980904
912	0.6075911056
913	0.6075811363
914	0.6075727166
915	0.6075638721
916	0.6075545206
917	0.6075452
918	0.6075348945
919	0.6075252734
920	0.6075215938
921	0.6074964209
922	0.6074902349
923	0.6074790603
924	0.6074676425
925	0.6074586232
926	0.6074509543
927	0.6074435951
928	0.6074347361
929	0.6074249521
930	0.6074118168
931	0.607394196
932	0.6073859614
933	0.6073745881
934	0.6073641112
935	0.6073569099
936	0.6073484374
937	0.6073362146
938	0.6073300924
939	0.6073151057
940	0.6073075828
941	0.6072868255
942	0.6072784082
943	0.6072612222
944	0.6072498321
945	0.607238539
946	0.6072273752
947	0.6072182663
948	0.6072101106
949	0.6071974505
950	0.6071779595
951	0.6071630766
952	0.6071537501
953	0.6071433529
954	0.6071184979
955	0.6071097359
956	0.6070991007
957	0.6070887428
958	0.6070804619
959	0.6070722096
960	0.6070614269
961	0.6070465769
962	0.6070384409
963	0.6070255286
964	0.6070051521
965	0.6070001699
966	0.6069913952
967	0.6069817698
968	0.6069698204
969	0.6069543832
970	0.606944405
971	0.6069382514
972	0.6069234272
973	0.6069129505
974	0.6069051067
975	0.6068975755
976	0.6068900733
977	0.606879744
978	0.606871707
979	0.6068632463
980	0.6068508091
981	0.6068330795
982	0.6068248466
983	0.6068165617
984	0.6068068161
985	0.6067961401
986	0.6067843322
987	0.6067740085
988	0.6067698745
989	0.6067643142
990	0.606751806
991	0.606739699
992	0.6067200639
993	0.606711812
994	0.6066960195
995	0.6066870967
996	0.606681753
997	0.6066620379
998	0.6066502366
999	0.6066428751
1000	0.6066348511
1001	0.6066249029
1002	0.6066135627
1003	0.6066024249
1004	0.6065916496
1005	0.6065781554
1006	0.6065693068
1007	0.6065570502
1008	0.6065457492
1009	0.6065353958
1010	0.6065271814
1011	0.6065196354
1012	0.6065104955
1013	0.6065021451
1014	0.6064952044
1015	0.6064852867
1016	0.6064805849
1017	0.6064691215
1018	0.6064579951
1019	0.6064471114
1020	0.6064309503
1021	0.6064205326
1022	0.6064086563
1023	0.6063985493
1024	0.6063865702
1025	0.6063781608
1026	0.6063698883
1027	0.606354558
1028	0.6063406341
1029	0.6063317327
1030	0.6063208089
1031	0.6063125668
1032	0.6062964496
1033	0.6062758679
1034	0.6062539132
1035	0.6062445751
1036	0.6062369891
1037	0.6062305721
1038	0.6062252327
1039	0.6062091357
1040	0.6062006839
1041	0.6061904127
1042	0.6061815507
1043	0.6061720317
1044	0.6061543437
1045	0.606145163
1046	0.6061354828
1047	0.6061158545
1048	0.6061074293
1049	0.6060941882
1050	0.6060831807
1051	0.6060795151
1052	0.6060654973
1053	0.606057928
1054	0.6060504425
1055	0.6060368312
1056	0.606023983
1057	0.6060146395
1058	0.6060043097
1059	0.6059921246
1060	0.6059843424
1061	0.6059737288
1062	0.6059658713
1063	0.6059561455
1064	0.6059503764
1065	0.6059424347
1066	0.6059372163
1067	0.6059273953
1068	0.605916441
1069	0.6059068786
1070	0.6058975676
1071	0.6058899249
1072	0.6058824682
1073	0.6058684317
1074	0.6058585439
1075	0.6058501761
1076	0.605842265
1077	0.605830228
1078	0.605819168
1079	0.6058094268
1080	0.6057993721
1081	0.6057948221
1082	0.605785748
1083	0.6057710833
1084	0.6057612939
1085	0.6057536341
1086	0.6057432803
1087	0.6057313293
1088	0.6057230922
1089	0.6057057913
1090	0.6056888503
1091	0.6056827004
1092	0.6056751624
1093	0.6056512335
1094	0.6056419668
1095	0.6056354341
1096	0.6056301783
1097	0.6056233934
1098	0.6056164483
1099	0.6056083661
1100	0.6055949773
1101	0.6055877157
1102	0.6055857746
1103	0.6055793696
1104	0.605572311
1105	0.6055625693
1106	0.6055534815
1107	0.6055464419
1108	0.6055351233
1109	0.6055262199
1110	0.6055172685
1111	0.6055101538
1112	0.6055083869
1113	0.6055012646
1114	0.6054912381
1115	0.6054730698
1116	0.6054651662
1117	0.6054572836
1118	0.6054494701
1119	0.6054407089
1120	0.6054287951
1121	0.6054152479
1122	0.6054096366
1123	0.6054018509
1124	0.6053933501
1125	0.6053853667
1126	0.6053783149
1127	0.6053703112
1128	0.6053630159
1129	0.6053529614
1130	0.6053336815
1131	0.6053237124
1132	0.6053128641
1133	0.6053031753
1134	0.6052926842
1135	0.6052842872
1136	0.6052704428
1137	0.6052549631
1138	0.605243126
1139	0.6052335975
1140	0.6052254692
1141	0.6052165136
1142	0.6052045509
1143	0.6051949812
1144	0.6051862385
1145	0.605181059
1146	0.6051776304
1147	0.6051707057
1148	0.6051631313
1149	0.6051539137
1150	0.6051490668
1151	0.605142133
1152	0.6051248687
1153	0.6051168062
1154	0.6051078136
1155	0.6051043595
1156	0.6050934212
1157	0.6050826767
1158	0.6050749488
1159	0.6050679632
1160	0.6050591237
1161	0.6050517429
1162	0.6050434195
1163	0.6050333658
1164	0.6050301204
1165	0.6050193845
1166	0.6050064319
1167	0.6049988889
1168	0.6049910574
1169	0.6049815328
1170	0.6049740794
1171	0.6049619116
1172	0.6049538911
1173	0.6049465117
1174	0.6049411834
1175	0.6049354259
1176	0.6049269724
1177	0.6049212348
1178	0.6049107471
1179	0.6048995461
1180	0.6048929891
1181	0.6048844675
1182	0.6048747757
1183	0.604863164
1184	0.6048550365
1185	0.6048482507
1186	0.6048459981
1187	0.6048386585
1188	0.6048263527
1189	0.6048133215
1190	0.6048015082
1191	0.6048004138
1192	0.6047845689
1193	0.604774564
1194	0.6047683309
1195	0.6047595418
1196	0.6047539549
1197	0.6047431291
1198	0.6047337789
1199	0.6047238722
1200	0.604715574
1201	0.6047031479
1202	0.6046962625
1203	0.604687793
1204	0.6046693619
1205	0.6046589532
1206	0.6046477425
1207	0.6046322376
1208	0.6046308525
1209	0.6046184655
1210	0.6046086092
1211	0.6045994975
1212	0.6045877046
1213	0.6045787983
1214	0.6045667137
1215	0.6045598814
1216	0.6045490309
1217	0.6045426888
1218	0.6045332801
1219	0.6045231463
1220	0.6045138411
1221	0.6045013033
1222	0.604491144
1223	0.604482851
1224	0.6044734833
1225	0.6044637491
1226	0.6044571119
1227	0.6044501814
1228	0.6044337368
1229	0.6044250114
1230	0.6044152422
1231	0.60440737
1232	0.6043923845
1233	0.6043857606
1234	0.6043750108
1235	0.6043663524
1236	0.6043561221
1237	0.6043482576
1238	0.6043387556
1239	0.604326975
1240	0.604317657
1241	0.6043087901
1242	0.6043066817
1243	0.6042964847
1244	0.6042879343
1245	0.6042805032
1246	0.6042682283
1247	0.6042603117
1248	0.6042513466
1249	0.6042461981
1250	0.604240522
1251	0.604227412
1252	0.6042249958
1253	0.6042125988
1254	0.6042039521
1255	0.6041954839
1256	0.604189263
1257	0.6041786331
1258	0.6041683002
1259	0.6041598368
1260	0.6041474215
1261	0.6041385525
1262	0.6041287296
1263	0.6041192826
1264	0.6041083641
1265	0.6041065441
1266	0.6041016234
1267	0.6040901457
1268	0.604081974
1269	0.6040761732
1270	0.604066996
1271	0.6040611642
1272	0.6040536243
1273	0.604045501
1274	0.6040359281
1275	0.6040265511
1276	0.6040185336
1277	0.6040088856
1278	0.6040016063
1279	0.6039918866
1280	0.6039828277
1281	0.603973502
1282	0.6039656813
1283	0.6039560816
1284	0.6039487078
1285	0.6039412632
1286	0.6039364515
1287	0.6039278335
1288	0.6039185548
1289	0.6039105347
1290	0.6038961365
1291	0.6038846674
1292	0.6038754527
1293	0.6038683068
1294	0.6038611922
1295	0.6038523224
1296	0.6038442294
1297	0.6038358594
1298	0.6038311527
1299	0.6038185173
1300	0.6038068799
1301	0.6038003457
1302	0.6037890654
1303	0.6037809877
1304	0.6037710501
1305	0.6037645625
1306	0.6037577611
1307	0.6037506371
1308	0.6037403198
1309	0.6037330401
1310	0.603724692
1311	0.6037177149
1312	0.6037090079
1313	0.6036974138
1314	0.6036883146
1315	0.6036820768
1316	0.6036787033
1317	0.6036716465
1318	0.6036668537
1319	0.6036587971
1320	0.6036522828
1321	0.603641526
1322	0.6036349908
1323	0.6036238839
1324	0.6036150169
1325	0.6036049396
1326	0.6035945579
1327	0.6035852535
1328	0.6035807174
1329	0.6035720365
1330	0.6035575776
1331	0.6035505296
1332	0.6035441307
1333	0.6035383943
1334	0.6035326982
1335	0.6035271512
1336	0.6035181544
1337	0.6035138933
1338	0.6035110037
1339	0.6035025502
1340	0.6034957899
1341	0.6034926656
1342	0.6034791545
1343	0.6034732455
1344	0.603470609
1345	0.6034627141
1346	0.6034531748
1347	0.6034469685
1348	0.6034418584
1349	0.6034338693
1350	0.6034261014
1351	0.6034138847
1352	0.6034107003
1353	0.6034041765
1354	0.6033911104
1355	0.6033781108
1356	0.6033683984
1357	0.6033611412
1358	0.6033509832
1359	0.6033424314
1360	0.6033332816
1361	0.6033253483
1362	0.6033172704
1363	0.603309776
1364	0.6032945452
1365	0.603287975
1366	0.6032778349
1367	0.603268505
1368	0.6032622451
1369	0.6032586993
1370	0.6032515263
1371	0.6032455532
1372	0.6032392936
1373	0.6032266757
1374	0.6032178306
1375	0.6032100498
1376	0.6032091261
1377	0.6031996954
1378	0.6031897613
1379	0.6031790857
1380	0.603168803
1381	0.6031641379
1382	0.6031574302
1383	0.6031501793
1384	0.603144622
1385	0.603135328
1386	0.6031257104
1387	0.6031171411
1388	0.603109594
1389	0.6031035297
1390	0.6030967596
1391	0.6030905561
1392	0.6030829124
1393	0.603079066
1394	0.6030738369
1395	0.6030693453
1396	0.6030616325
1397	0.6030582503
1398	0.603050868
1399	0.6030422046
1400	0.6030343352
1401	0.6030320289
1402	0.6030246073
1403	0.6030156511
1404	0.603007834
1405	0.6029988901
1406	0.6029899822
1407	0.6029778397
1408	0.6029674852
1409	0.6029587237
1410	0.6029446017
1411	0.6029344236
1412	0.6029281405
1413	0.6029170344
1414	0.6029097107
1415	0.6029004405
1416	0.6028913497
1417	0.6028835103
1418	0.6028729775
1419	0.6028621121
1420	0.602853487
1421	0.60284297
1422	0.6028349743
1423	0.6028270752
1424	0.6028213254
1425	0.6028137635
1426	0.6028077605
1427	0.6028000108
1428	0.6027960972
1429	0.6027848067
1430	0.6027788119
1431	0.6027700119
1432	0.6027625763
1433	0.6027522488
1434	0.6027455855
1435	0.6027387224
1436	0.6027309102
1437	0.602715637
1438	0.6027001995
1439	0.6026934633
1440	0.6026889965
1441	0.6026808077
1442	0.6026736536
1443	0.6026680821
1444	0.6026655733
1445	0.6026539923
1446	0.60264322
1447	0.6026347769
1448	0.6026260468
1449	0.602616277
1450	0.602608393
1451	0.6025998813
1452	0.6025885259
1453	0.6025787865
1454	0.6025679616
1455	0.6025632864
1456	0.6025542525
1457	0.6025461166
1458	0.6025317846
1459	0.6025227755
1460	0.6025150551
1461	0.6025053141
1462	0.6025004711
1463	0.6024922474
1464	0.6024852551
1465	0.6024744645
1466	0.6024630232
1467	0.6024616988
1468	0.6024517168
1469	0.602442823
1470	0.6024353472
1471	0.6024215606
1472	0.6024137221
1473	0.6024060249
1474	0.6023979554
1475	0.6023947598
1476	0.602387251
1477	0.6023800735
1478	0.6023688028
1479	0.6023606045
1480	0.6023525152
1481	0.6023463818
1482	0.6023374824
1483	0.6023293687
1484	0.6023227302
1485	0.6023165726
1486	0.6023147932
1487	0.6023076791
1488	0.6022986535
1489	0.6022883742
1490	0.6022813099
1491	0.6022727283
1492	0.6022659412
1493	0.6022594515
1494	0.6022531937
1495	0.602241568
1496	0.6022397413
1497	0.6022291441
1498	0.6022195831
1499	0.6022084036
1500	0.6022031333
1501	0.6021977506
1502	0.6021855794
1503	0.6021759864
1504	0.6021684929
1505	0.6021572632
1506	0.6021554599
1507	0.6021467308
1508	0.6021396228
1509	0.6021321394
1510	0.602126575
1511	0.6021153008
1512	0.6021078952
