iter	Logloss
1513	0.602097544
1514	0.602087673
1515	0.6020798543
1516	0.6020748702
1517	0.6020642697
1518	0.6020560774
1519	0.6020468662
1520	0.6020398352
1521	0.6020294562
1522	0.6020227885
1523	0.6020051524
1524	0.6019958005
1525	0.6019873181
1526	0.6019786243
1527	0.601975479
1528	0.6019661791
1529	0.6019586198
1530	0.6019514029
1531	0.6019459361
1532	0.6019380913
1533	0.601936519
1534	0.6019300864
1535	0.6019221687
1536	0.6019131404
1537	0.6019022115
1538	0.6018922923
1539	0.6018861772
1540	0.6018795602
1541	0.6018704539
1542	0.6018580998
1543	0.6018502669
1544	0.6018428692
1545	0.6018360881
1546	0.6018271576
1547	0.6018210246
1548	0.6018147906
1549	0.6018060122
1550	0.6018013441
1551	0.6017937185
1552	0.6017838267
1553	0.6017743169
1554	0.6017647449
1555	0.6017543826
1556	0.6017473165
1557	0.6017376835
1558	0.6017290763
1559	0.6017221356
1560	0.6017212643
1561	0.6017121512
1562	0.6017032656
1563	0.6016954069
1564	0.601686243
1565	0.6016823865
1566	0.6016763042
1567	0.6016666961
1568	0.6016563623
1569	0.6016482569
1570	0.6016404186
1571	0.6016305265
1572	0.6016205679
1573	0.6016118446
1574	0.6016060339
1575	0.6015962425
1576	0.6015873278
1577	0.6015779387
1578	0.6015698782
1579	0.6015633607
1580	0.6015569616
1581	0.6015475827
1582	0.6015400065
1583	0.6015316909
1584	0.6015216207
1585	0.6015186727
1586	0.6015153733
1587	0.6015059115
1588	0.6014991148
1589	0.6014966596
1590	0.6014863222
1591	0.6014798774
1592	0.6014752439
1593	0.6014656931
1594	0.6014472436
1595	0.6014376754
1596	0.6014308548
1597	0.6014190633
1598	0.6014049336
1599	0.6013985838
1600	0.6013875749
1601	0.6013788233
1602	0.6013689756
1603	0.6013573893
1604	0.6013461363
1605	0.6013400475
1606	0.6013295985
1607	0.6013236213
1608	0.6013176159
1609	0.6013099777
1610	0.6013000123
1611	0.6012926975
1612	0.6012865752
1613	0.6012804639
1614	0.6012687667
1615	0.6012650924
1616	0.6012574145
1617	0.601248719
1618	0.6012388517
1619	0.6012350894
1620	0.6012282296
1621	0.6012207965
1622	0.6012139545
1623	0.6012090004
1624	0.6012040237
1625	0.6012007026
1626	0.6011928838
1627	0.6011862532
1628	0.6011768816
1629	0.6011689697
1630	0.6011612409
1631	0.6011557907
1632	0.6011476041
1633	0.601132946
1634	0.6011304942
1635	0.6011224055
1636	0.6011143601
1637	0.6011030796
1638	0.6010965513
1639	0.6010860302
1640	0.601077581
1641	0.6010685866
1642	0.6010631318
1643	0.6010616345
1644	0.6010529472
1645	0.6010469995
1646	0.6010395874
1647	0.6010361253
1648	0.6010279964
1649	0.6010164508
1650	0.6010117335
1651	0.6010030096
1652	0.6009966446
1653	0.6009942118
1654	0.6009843687
1655	0.6009783924
1656	0.6009676141
1657	0.6009587462
1658	0.6009539074
1659	0.6009454228
1660	0.6009323777
1661	0.6009220932
1662	0.6009146534
1663	0.6009047219
1664	0.6008999963
1665	0.6008976028
1666	0.6008910057
1667	0.600885398
1668	0.6008768609
1669	0.6008726159
1670	0.6008632122
1671	0.6008562617
1672	0.6008479868
1673	0.6008421612
1674	0.6008361648
1675	0.6008299319
1676	0.6008253083
1677	0.6008162109
1678	0.6008076804
1679	0.6008055801
1680	0.6007983137
1681	0.6007878327
1682	0.6007801164
1683	0.6007722176
1684	0.6007623684
1685	0.6007574953
1686	0.6007468259
1687	0.6007387128
1688	0.6007286268
1689	0.6007199023
1690	0.6007102805
1691	0.6007006233
1692	0.6006940929
1693	0.6006832293
1694	0.6006750702
1695	0.6006662729
1696	0.6006574702
1697	0.6006558994
1698	0.6006481625
1699	0.6006391871
1700	0.6006296122
1701	0.6006269956
1702	0.600619197
1703	0.6006147342
1704	0.6006063864
1705	0.6005991603
1706	0.6005920849
1707	0.6005850296
1708	0.6005750467
1709	0.6005657151
1710	0.6005619615
1711	0.6005519162
1712	0.6005494593
1713	0.6005390859
1714	0.6005331751
1715	0.6005281792
1716	0.6005208347
1717	0.6005054232
1718	0.6004953113
1719	0.6004849129
1720	0.6004797911
1721	0.6004735761
1722	0.6004651042
1723	0.600461015
1724	0.6004552172
1725	0.6004482019
1726	0.6004378709
1727	0.6004321688
1728	0.6004236917
1729	0.6004107038
1730	0.6004002068
1731	0.6003926662
1732	0.6003850313
1733	0.6003810094
1734	0.6003747919
1735	0.600369189
1736	0.6003624715
1737	0.6003574908
1738	0.6003503395
1739	0.6003393459
1740	0.6003296827
1741	0.600325033
1742	0.600320448
1743	0.6003095024
1744	0.6003064161
1745	0.6002994609
1746	0.6002908678
1747	0.600286637
1748	0.600277161
1749	0.6002675311
1750	0.6002613745
1751	0.600253102
1752	0.6002512614
1753	0.6002423063
1754	0.6002347963
1755	0.6002252698
1756	0.6002233016
1757	0.6002158433
1758	0.6002077802
1759	0.6001979501
1760	0.6001897893
1761	0.6001860495
1762	0.6001782747
1763	0.6001699911
1764	0.6001591613
1765	0.6001523739
1766	0.6001408181
1767	0.6001330654
1768	0.6001198696
1769	0.600117987
1770	0.6001080112
1771	0.6001003943
1772	0.600092194
1773	0.6000846799
1774	0.6000741887
1775	0.6000690367
1776	0.6000665217
1777	0.6000619184
1778	0.6000569564
1779	0.6000520523
1780	0.6000480665
1781	0.6000389671
1782	0.6000344613
1783	0.6000273126
1784	0.60001901
1785	0.6000167326
1786	0.6000101631
1787	0.5999992375
1788	0.5999896044
1789	0.5999865869
1790	0.5999782252
1791	0.5999749322
1792	0.5999673557
1793	0.599957646
1794	0.5999514489
1795	0.5999468434
1796	0.5999398718
1797	0.5999303618
1798	0.5999201948
1799	0.5999118631
1800	0.599900241
1801	0.5998939079
1802	0.5998856999
1803	0.5998784056
1804	0.599869671
1805	0.5998646127
1806	0.5998564046
1807	0.5998462472
1808	0.5998372606
1809	0.5998290344
1810	0.5998259902
1811	0.599814414
1812	0.5998099678
1813	0.5998034514
1814	0.5997987021
1815	0.5997918277
1816	0.5997834594
1817	0.5997729864
1818	0.5997638264
1819	0.5997559059
1820	0.5997495188
1821	0.5997429395
1822	0.5997351767
1823	0.5997268391
1824	0.599716184
1825	0.5997038745
1826	0.5996972356
1827	0.5996892126
1828	0.5996805032
1829	0.599674204
1830	0.5996669647
1831	0.5996520798
1832	0.5996452652
1833	0.5996399028
1834	0.5996391154
1835	0.5996328225
1836	0.5996264398
1837	0.5996177607
1838	0.5996061
1839	0.5996020194
1840	0.5995938994
1841	0.5995853007
1842	0.5995770916
1843	0.5995688655
1844	0.599562251
1845	0.5995534132
1846	0.5995420435
1847	0.5995332884
1848	0.5995231512
1849	0.5995206736
1850	0.5995111008
1851	0.5995024917
1852	0.5994983446
1853	0.5994937025
1854	0.5994873433
1855	0.5994805849
1856	0.5994732905
1857	0.5994671373
1858	0.5994609842
1859	0.5994521055
1860	0.5994402638
1861	0.5994357558
1862	0.5994340249
1863	0.5994296074
1864	0.5994216721
1865	0.5994156657
1866	0.5994066644
1867	0.5993978474
1868	0.5993929987
1869	0.5993840822
1870	0.5993768281
1871	0.5993719779
1872	0.5993674454
1873	0.5993610678
1874	0.5993527697
1875	0.5993422749
1876	0.5993358115
1877	0.5993286243
1878	0.5993176654
1879	0.5993084495
1880	0.5993012512
1881	0.599297625
1882	0.5992889095
1883	0.5992785052
1884	0.5992691359
1885	0.5992614067
1886	0.5992527237
1887	0.5992428567
1888	0.5992375741
1889	0.5992290425
1890	0.5992219539
1891	0.5992135824
1892	0.599209104
1893	0.5992018734
1894	0.5991992984
1895	0.5991932886
1896	0.5991858611
1897	0.5991818119
1898	0.5991721245
1899	0.5991645148
1900	0.5991534169
1901	0.5991427163
1902	0.5991367172
1903	0.5991269954
1904	0.5991193539
1905	0.5991096468
1906	0.5990991813
1907	0.5990932871
1908	0.5990840495
1909	0.5990749966
1910	0.5990661945
1911	0.5990573695
1912	0.5990501093
1913	0.5990406814
1914	0.59903849
1915	0.5990334892
1916	0.5990259021
1917	0.5990250008
1918	0.5990161445
1919	0.5990107978
1920	0.5990043528
1921	0.5989958693
1922	0.5989879713
1923	0.5989788134
1924	0.5989736982
1925	0.5989712309
1926	0.5989604649
1927	0.5989519387
1928	0.5989443198
1929	0.5989361863
1930	0.5989298278
1931	0.5989252349
1932	0.5989164679
1933	0.5989023176
1934	0.5988989492
1935	0.5988946296
1936	0.5988868735
1937	0.5988823402
1938	0.5988721488
1939	0.5988606216
1940	0.598853227
1941	0.5988456204
1942	0.5988386251
1943	0.5988321596
1944	0.5988247447
1945	0.5988160313
1946	0.5988103535
1947	0.5988040146
1948	0.5987947113
1949	0.5987857071
1950	0.5987797077
1951	0.5987733102
1952	0.5987654136
1953	0.5987604298
1954	0.5987503303
1955	0.5987393297
1956	0.5987332867
1957	0.5987240883
1958	0.598720449
1959	0.5987131776
1960	0.5987113745
1961	0.5987035249
1962	0.5986995394
1963	0.5986920589
1964	0.5986877408
1965	0.5986804236
1966	0.5986691723
1967	0.5986615862
1968	0.5986539354
1969	0.5986480315
1970	0.598642941
1971	0.5986343286
1972	0.5986234847
1973	0.5986205663
1974	0.5986151249
1975	0.5986086452
1976	0.5986018023
1977	0.5985937022
1978	0.5985890419
1979	0.5985849662
1980	0.598575872
1981	0.5985680005
1982	0.5985639853
1983	0.5985536656
1984	0.598544083
1985	0.598538095
1986	0.598536376
1987	0.5985281192
1988	0.5985201418
1989	0.5985177265
1990	0.5985074331
1991	0.5985037949
1992	0.5984928064
1993	0.5984880795
1994	0.5984754241
1995	0.5984706294
1996	0.5984677887
1997	0.5984588822
1998	0.5984524622
1999	0.5984455885
