iter	Passed	Remaining
1627	1239716	283276
1628	1240527	282526
1629	1241511	281815
1630	1242372	281076
1631	1243234	280337
1632	1244080	279594
1633	1245094	278888
1634	1245849	278125
1635	1246729	277389
1636	1247583	276648
1637	1248494	275918
1638	1249350	275177
1639	1250191	274432
1640	1251096	273701
1641	1251982	272965
1642	1252890	272234
1643	1253665	271474
1644	1254476	270722
1645	1255341	269982
1646	1256212	269242
1647	1257091	268505
1648	1257865	267744
1649	1258701	266997
1650	1259579	266258
1651	1260434	265515
1652	1261293	264772
1653	1262024	264002
1654	1262891	263261
1655	1263669	262501
1656	1264560	261764
1657	1265432	261024
1658	1266230	260268
1659	1267026	259511
1660	1267853	258761
1661	1268730	258020
1662	1269595	257278
1663	1270323	256507
1664	1271210	255769
1665	1271874	254985
1666	1272759	254246
1667	1273622	253502
1668	1274472	252756
1669	1275290	252003
1670	1276161	251261
1671	1277038	250519
1672	1277912	249777
1673	1278742	249026
1674	1279632	248286
1675	1280433	247530
1676	1281236	246773
1677	1282066	246022
1678	1282979	245286
1679	1283884	244549
1680	1284767	243807
1681	1285513	243040
1682	1286370	242293
1683	1287240	241548
1684	1288110	240804
1685	1288886	240041
1686	1289743	239294
1687	1290563	238540
1688	1291461	237800
1689	1292336	237055
1690	1293239	236316
1691	1294111	235571
1692	1294964	234822
1693	1295846	234078
1694	1296738	233336
1695	1297661	232599
1696	1298507	231849
1697	1299378	231102
1698	1300287	230362
1699	1301202	229623
1700	1302101	228882
1701	1302816	228107
1702	1303667	227357
1703	1304517	226606
1704	1305334	225849
1705	1306171	225096
1706	1307030	224346
1707	1307900	223598
1708	1308748	222847
1709	1309610	222097
1710	1310416	221338
1711	1311315	220595
1712	1312127	219836
1713	1313021	219092
1714	1313879	218341
1715	1314703	217584
1716	1315603	216840
1717	1316336	216069
1718	1317234	215324
1719	1318115	214576
1720	1318877	213809
1721	1319749	213060
1722	1320777	212336
1723	1321635	211584
1724	1322626	210853
1725	1323511	210105
1726	1324367	209352
1727	1325255	208605
1728	1326172	207861
1729	1327159	207128
1730	1328025	206377
1731	1328814	205613
1732	1329650	204856
1733	1330534	204107
1734	1331404	203355
1735	1332235	202598
1736	1333047	201837
1737	1333912	201084
1738	1334762	200329
1739	1335666	199582
1740	1336604	198840
1741	1337480	198088
1742	1338363	197337
1743	1339240	196585
1744	1340117	195833
1745	1341124	195100
1746	1341946	194340
1747	1342797	193584
1748	1343721	192838
1749	1344507	192072
1750	1345466	191331
1751	1346263	190567
1752	1346986	189792
1753	1347826	189033
1754	1348674	188276
1755	1349523	187519
1756	1350181	186735
1757	1351000	185973
1758	1351826	185213
1759	1352675	184455
1760	1353479	183692
1761	1354359	182938
1762	1355290	182191
1763	1356106	181429
1764	1357033	180681
1765	1357942	179931
1766	1358907	179188
1767	1359761	178430
1768	1360647	177676
1769	1361503	176918
1770	1362350	176159
1771	1363271	175409
1772	1364177	174657
1773	1365078	173905
1774	1365926	173145
1775	1366847	172395
1776	1367620	171625
1777	1368642	170887
1778	1369503	170129
1779	1370458	169382
1780	1371377	168630
1781	1372416	167893
1782	1373315	167139
1783	1374223	166385
1784	1375110	165629
1785	1375919	164863
1786	1376727	164097
1787	1377547	163333
1788	1378406	162573
1789	1379277	161814
1790	1380107	161051
1791	1380958	160289
1792	1381852	159533
1793	1382640	158764
1794	1383497	158003
1795	1384245	157230
1796	1385256	156486
1797	1386545	155774
1798	1387472	155020
1799	1388457	154273
1800	1389566	153538
1801	1390638	152800
1802	1391902	152082
1803	1393089	151355
1804	1394061	150605
1805	1395166	149868
1806	1396024	149104
1807	1397088	148363
1808	1398179	147624
1809	1399070	146863
1810	1399947	146101
1811	1401015	145359
1812	1401987	144606
1813	1402825	143839
1814	1403618	143068
1815	1404524	142308
1816	1405403	141545
1817	1406366	140791
1818	1407197	140023
1819	1408058	139258
1820	1408921	138493
1821	1409674	137717
1822	1410484	136947
1823	1411367	136184
1824	1412230	135419
1825	1413125	134657
1826	1414111	133903
1827	1414834	133124
1828	1415699	132359
1829	1416612	131597
1830	1417554	130839
1831	1418432	130074
1832	1419194	129299
1833	1420214	128547
1834	1421053	127778
1835	1421922	127012
1836	1422675	126236
1837	1423644	125479
1838	1424504	124711
1839	1425345	123943
1840	1426213	123176
1841	1427012	122403
1842	1427771	121627
1843	1428649	120861
1844	1429615	120103
1845	1430469	119334
1846	1431355	118569
1847	1432251	117804
1848	1433109	117035
1849	1433935	116265
1850	1434816	115498
1851	1435655	114728
1852	1436543	113962
1853	1437300	113185
1854	1438099	112412
1855	1438906	111639
1856	1439705	110865
1857	1440558	110096
1858	1441424	109328
1859	1442240	108555
1860	1443095	107786
1861	1443899	107012
1862	1444774	106244
1863	1445662	105477
1864	1446492	104705
1865	1447405	103940
1866	1448258	103169
1867	1449035	102394
1868	1449926	101626
1869	1450839	100860
1870	1451671	100088
1871	1452510	99316
1872	1453455	98552
1873	1454313	97782
1874	1455205	97013
1875	1456044	96241
1876	1456897	95470
1877	1457927	94710
1878	1458895	93946
1879	1459851	93182
1880	1460717	92411
1881	1461582	91640
1882	1462325	90861
1883	1463285	90096
1884	1464235	89330
1885	1465134	88560
1886	1465978	87787
1887	1466827	87015
1888	1467617	86239
1889	1468518	85469
1890	1469424	84699
1891	1470326	83929
1892	1471191	83157
1893	1472076	82386
1894	1473527	81646
1895	1474491	80879
1896	1475630	80121
1897	1476877	79368
1898	1477801	78598
1899	1478848	77834
1900	1479687	77058
1901	1480543	76284
1902	1481432	75511
1903	1482341	74739
1904	1483247	73967
1905	1484024	73189
1906	1484953	72417
1907	1485696	71637
1908	1486514	70860
1909	1487370	70085
1910	1488160	69307
1911	1489030	68532
1912	1489779	67752
1913	1490756	66982
1914	1491828	66216
1915	1492798	65446
1916	1493823	64677
1917	1494815	63907
1918	1495735	63134
1919	1496738	62364
1920	1497637	61589
1921	1498708	60821
1922	1500007	60062
1923	1500862	59285
1924	1501780	58510
1925	1502614	57732
1926	1503436	56954
1927	1504257	56175
1928	1505104	55397
1929	1506116	54625
1930	1507028	53850
1931	1508109	53080
1932	1509006	52303
1933	1509881	51526
1934	1510858	50752
1935	1511631	49971
1936	1512472	49192
1937	1513488	48419
1938	1514470	47644
1939	1515530	46872
1940	1516601	46099
1941	1517786	45330
1942	1518728	44553
1943	1519591	43774
1944	1520483	42995
1945	1521523	42221
1946	1522355	41440
1947	1523207	40660
1948	1524070	39880
1949	1524935	39100
1950	1525731	38319
1951	1526702	37541
1952	1527567	36761
1953	1528424	35981
1954	1529194	35198
1955	1530063	34418
1956	1530890	33637
1957	1531836	32858
1958	1532679	32077
1959	1533460	31295
1960	1534426	30516
1961	1535257	29734
1962	1536232	28955
1963	1537063	28174
1964	1537929	27393
1965	1538817	26612
1966	1539669	25830
1967	1540506	25048
1968	1541335	24266
1969	1542199	23485
1970	1543031	22703
1971	1543873	21921
1972	1544679	21138
1973	1545631	20357
1974	1546537	19576
1975	1547386	18794
1976	1548278	18012
1977	1549154	17230
1978	1550059	16448
1979	1551075	15667
1980	1552086	14886
1981	1552932	14103
1982	1553702	13319
1983	1554594	12537
1984	1555410	11753
1985	1556204	10970
1986	1557070	10187
1987	1557821	9403
1988	1558729	8620
1989	1559640	7837
1990	1560412	7053
1991	1561310	6270
1992	1562165	5486
1993	1563141	4703
1994	1564025	3919
1995	1564876	3136
1996	1565667	2352
1997	1566509	1568
1998	1567330	784
1999	1568245	0
